﻿"№ ГОЛОСА";"ИЗБИР. ОКРУГ";"АДРЕС ГОЛОСА В БЛОКЧЕЙНЕ";"БЛОК ГОЛОСА";"ВРЕМЯ ЗАПИСИ БЛОКА ГОЛОСА";"ЗАШИФРОВАННЫЙ ГОЛОС"
"333";77;"0xc768309ce817cea5448900d6df77bd28bf5853fb0e0ae1bdabc5f3c1b5aecd1f";"#21234";"07:23:16";"{""message"":""7d1ad8b5f1c02c35fab355aafa77892e32c2816d"",""nonce"":""971e6fe0636e592206c0019bcf66359ed270d9150752cc8d"",""public_key"":""38c91ecce8f1ea032e24bd934149b5da7dfbb72853db9c8b94c992ca736d662e""}"
"335";77;"0x3af4d8172ef076bc040e0dc1ec1a3b9b32bfc847273e5cd043058fc8cb9c045c";"#21234";"07:23:16";"{""message"":""503286b2ccdf56e9dfae5c2fef3fce6e481b961b"",""nonce"":""335b3564829a77e60036a4e6ac45144056e789c0066362a3"",""public_key"":""0151c932ed6a676c74ea7694fa1e41b3a98e74027483d2305d02234169ba8e6a""}"
"334";77;"0x887a80c560048e2bdb24873771f3c2aefa96ba7be7ad599e13ce0be2117d91ff";"#21234";"07:23:16";"{""message"":""5daaac573876ddc0b978c860a74023b468412e9f"",""nonce"":""db2932ca49e955c637904b19980adf227e916ca8ebc005d0"",""public_key"":""bd0798963c55ab2b52cb307c8bb65bb184ed5af917b8691e8b55edeed7671130""}"
"336";77;"0x8ce6a7e38318517545c41c971142d055f14b8553b14312f290d84d65932e6b1e";"#21234";"07:23:16";"{""message"":""e74f9c8064280f6b67cf39b6daf250013e57e953"",""nonce"":""1ef5a3fbed3a82c3260aae9816cd83db701b1ffda4f6e745"",""public_key"":""6a9f910906a14880979a1f46df8e852a25321c33f43d67f13d1d734c2d1d6606""}"
"337";77;"0xbb0860d99e5a42ab029ac06be8614d75dead3290d658ca760783f7df32d31f56";"#21234";"07:23:16";"{""message"":""cf7397ad256c349c92adad5723e1d2963344b1a1"",""nonce"":""1a755d4aff36494854bb11b7a1f01b15cf4498bb044c7f7b"",""public_key"":""729f28f59970d2f8bf5f7b408f5f4d149ce16e0ba54fb4b16e21d1628df9ac37""}"
"338";77;"0x593b04b22e9ee4de63d1b50f136fa2dfab96bf9ef5b81ef3e8d188080eb7277f";"#21234";"07:23:16";"{""message"":""62108dede5c9ae18853894869fecedc71ddf0b57"",""nonce"":""fb8320263530f69f5f2d5d3482e17e9a848d8955cc925225"",""public_key"":""750c3da3aa9fa62250a993b4a3d2c722af8971a5400839a66d25a99c712f521f""}"
"340";77;"0xc99b269eb3c8bbb1f5e4704d748195b4d749863a1292a0d5a9074cdce347966e";"#21234";"07:23:16";"{""message"":""cce665de5e2b1e2daa788253012b4eac9bdad118"",""nonce"":""e85de7e22ef85b1944fcc4b4dc3ff164954971494d6bc5cd"",""public_key"":""7ee987011f5a977c6f996a2a5935327d7df3e9c49d09174f937e19aafbe32c1c""}"
"341";77;"0xbba777ff561473df62492a69187388a8e866cb22008c5d10908e2616ed53169f";"#21234";"07:23:16";"{""message"":""3e59cf44223d03c9cdae83d58f007ea0b3f78399"",""nonce"":""bc69ac9229d588faa59be2b3dfcf94b0d3631fe0fb1fdf11"",""public_key"":""c8650ef50dbac01df67c8124110ac93a980c56a297086a7fbab48a82db293b41""}"
"342";77;"0x0809c800c75d2b090b0c916d1bfacdee2da6610c5b30b4ee17f4f240a61e620b";"#21234";"07:23:16";"{""message"":""65ed4d974a42a62a1397057d16af4fab4c903547"",""nonce"":""c5353b41ec01ccb9c757e70934ef9ea4f25a6d05d45259a2"",""public_key"":""536b7b6a1c0b87c0507a7e625d2b61aae4285396ca4de66e6850e862eac6db2b""}"
"343";77;"0x4ce4aa91aee8b2014621c8b9bcf633309dd0e0536a9ad651199a16ac2d8afd84";"#21234";"07:23:16";"{""message"":""0ff219301885f11c0ace2aaf9305c75d39524161"",""nonce"":""63bd2bff28479a4d651ad2857a2f58b829e112e871f552f6"",""public_key"":""a9bca2d21f3f05853c7b31a90dbe4e0adee17a7625bc356f921b2c75c9dde906""}"
"344";77;"0x8818a06674d892c080aeb6ad86088bde98d1d964a3c89da1fbee46b327ae4716";"#21234";"07:23:16";"{""message"":""a86906b45a987f0e16f395d060f8de8ea1c3230f"",""nonce"":""356f4da88735e45500414bdbb067cf6535af9e9c88abb513"",""public_key"":""1c34e695b954fa89211fa24ce9945c64c5959f44fc7913938e2782f230eee30d""}"
"345";77;"0x3ffdf4470dd1b0223a5406596061da919ba90ab09287c1592b280a70a9f358b9";"#21234";"07:23:16";"{""message"":""c34f672b8bf53e4da262cee9e6e2a5dd8899a8b7"",""nonce"":""dee7297ab160662d0be3672c183214bd6eb96cdf92cb6812"",""public_key"":""820f552e9ee9a0df3e462a986b353d1a81087277ea175e1049d18089c3aa2630""}"
"347";77;"0x83a2984cd50874e1e31977de04adb9efbcdbb3a3591b954486117d8aae8ebe7f";"#21234";"07:23:16";"{""message"":""4cfda9494cd0b5661628cb3cab64996e7c767d7c"",""nonce"":""7435fb3b863102c39d75a876659eaaf7505b7c85f99e0190"",""public_key"":""55937740092d797f05a5cf9c46d32ced5b452b3e8bb8be84d71900cfa1cad849""}"
"349";77;"0x2d442287009e5578ecc7532e901188fb5277f0a96a8135688f2cc712c0258d9d";"#21234";"07:23:16";"{""message"":""5e96bb98592b28181daae666969385a1f50a5d5e"",""nonce"":""aca0c88575d72329266727352c0e0bc88b4aa28dfb5c0f6d"",""public_key"":""c9da8a947b914af1d3054c6ec538a6a1bcf501dafcb56a6ad850b3051f708432""}"
"332";77;"0x25b4a3618b172007beb03519eb8f1e989d742c83f4c9a456f4a017d6c2902c98";"#21234";"07:23:16";"{""message"":""9ab4ac700215237d9921e6d39bf821869b5db2b8"",""nonce"":""70267bdab8a0bd442ff34f34811e3765cbcb3721aafd1af3"",""public_key"":""d48b8a085d4511c105c5cc6e7ff5f65f5afa7b3bf47166209b18562e9896ca4d""}"
"348";77;"0x4c100fd4e1e7647896748bd63159b24cc9d52f0c8e580e36885a8a2454641ce5";"#21234";"07:23:16";"{""message"":""012dde7340f3e1da66cc0c2ed9b9a8d8f2c10358"",""nonce"":""c71e57e1015feafcce952c0bceaf48527baec5e9d25642b2"",""public_key"":""4ada8ec0fc4124f799749dcdd724dc764df18de4dd23489ba3d59cd6c878d225""}"
"346";77;"0x2a91deb7e187c2f14b61a242264eb5c3fcb653a0e88ac8f3ceae4c12c4c761e4";"#21234";"07:23:16";"{""message"":""4e1b4f076078bcbf053a22d18bdcf5f27e16089c"",""nonce"":""306f21333aa9d8f49640d3e6445c47dbb3739aaf56b28dc0"",""public_key"":""d3c07d448d0dc0d06e35f13df67b987a1247ba983ad4f46b74f9f31a83219468""}"
"339";77;"0x79b8e0c806944fe11e689deecea1c45c4a850679cdd2cf4ba1aed5b60d738bba";"#21234";"07:23:16";"{""message"":""5a6d8b2e802b40be26bca60d0c8e2e2d5c4eccdc"",""nonce"":""58c9938f4a919ff6822e890a8250c34fc81e44532abe9025"",""public_key"":""7d47a6a28622512fb237ed65979232615f9a206c5ab49f8c97be305e5beff418""}"
